Source,Text,GT,NLTK,Transformers,TextLength
amazon,"Because both ears are occupied, background is not distracting at all.	",1,0.2235,0.9938924312591553,70
amazon,"Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.	",1,0.8442,0.9949221014976501,116
amazon,"Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.	",0,-0.2924,-0.9995822310447693,108
amazon,You can't beat the price on these.	,1,0.0,-0.9993239045143127,35
amazon,"* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!	",1,0.5562,0.9992088675498962,115
amazon,lightweight and works well.	,1,0.2732,0.9997930526733398,28
amazon,So just beware.	,0,0.0,-0.9929743409156799,16
amazon,I love this cable - it allows me to connect any mini-USB device to my PC.	,1,0.6369,0.9996719360351562,74
amazon,So anyone near you will hear part of your conversation.	,0,0.0,0.8738624453544617,56
amazon,This is cool because most cases are just open there allowing the screen to get all scratched up.	,1,0.3182,0.9820517897605896,97
amazon,I bought this phone as a replacement for my StarTac and have regretted it since.	,0,-0.3818,-0.9992974996566772,81
amazon,Appears to actually outperform the original battery from China that came with my V325i.	,1,0.3182,-0.922274649143219,88
amazon,Can't store anything but phone numbers to SIM.	,0,0.0,-0.9974780678749084,47
amazon,"It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.	",0,-0.4019,-0.9980344176292419,116
amazon,Poor quality.	,0,-0.4767,-0.9998111724853516,14
amazon,"jabra ear gels ""R"" the best!.	",1,0.0,0.9996878504753113,30
amazon,Not worth it.	,0,-0.1695,-0.9998005032539368,14
amazon,The phone crashed completely and now I have to get it replaced.	,0,0.0,-0.9997348785400391,64
amazon,"It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned.	",1,0.6369,0.9986037611961365,137
amazon,"Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).	",0,-0.34,-0.999579906463623,143
amazon,It was a great phone.	,1,0.6249,0.9993496537208557,22
amazon,if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.	,0,0.0772,-0.9998020529747009,100
amazon,"Good value, works fine - power via USB, car, or wall outlet.	",1,0.7269,0.9993577599525452,61
amazon,My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.	,1,0.5423,0.8011718392372131,102
amazon,This is simply the BEST bluetooth headset for sound quality!	,1,0.7371,0.9997518062591553,61
amazon,Think it over when you plan to own this one!This sure is the last MOTO phone for me!	,0,0.4374,-0.990043044090271,85
amazon,"In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?	",1,0.0,-0.9936856031417847,88
amazon,I have always used corded headsets and the freedom from the wireless is very helpful.	,1,0.807,0.9972705841064453,86
amazon,"This case has passed the one year mark and while it shows signs of wear, it is 100% functional.	",1,0.0,0.995729923248291,96
amazon,"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.	",1,0.7037,0.9997993111610413,112
amazon,It has everything I need and I couldn't ask for more.	,1,0.0,0.9991366863250732,54
amazon,After receiving and using the product for just 2 days it broke.	,0,-0.4215,-0.9982131719589233,64
amazon,This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.	,1,0.4215,0.9994489550590515,115
amazon,None of the three sizes they sent with the headset would stay in my ears.	,0,0.0,-0.9996762871742249,74
amazon,T-Mobile has the best customer service anywhere.	,1,0.6369,0.9995412230491638,49
amazon,Arrived quickly and much less expensive than others being sold.	,1,0.0,-0.9963701963424683,64
amazon,We have tried 2 units and they both failed within 2 months.. Pros	,0,-0.5106,-0.999450147151947,66
amazon,"Provides good protection and looks classy, too.	",1,0.7003,0.9997329115867615,48
amazon,Krussel Always good.	,1,0.4404,0.9998636841773987,21
amazon,"The tracfonewebsite is user friendly and makes it easy toactivate, etc.	",1,0.7269,0.9967894554138184,72
amazon,The design is very good.4.	,1,0.0,0.9998610019683838,27
amazon,I great reception all the time.	,1,0.6249,0.9998651146888733,32
amazon,I would highly recommend this product.	,1,0.4201,0.9996341466903687,39
amazon,"Couldn't use the unit with sunglasses, not good in Texas!	",0,-0.4015,-0.9992550015449524,58
amazon,It dit not work most of the time with my Nokia 5320.	,0,0.0,-0.9987596273422241,53
amazon,"Bought mainly for the charger, which broke soon after purchasing.	",0,-0.4215,-0.9646965265274048,66
amazon,"If you like a loud buzzing to override all your conversations, then this phone is for you!	",0,0.4199,-0.857365071773529,91
amazon,Fantastic buy and will get again for whatever my next phone is	,1,0.5574,0.9850427508354187,63
amazon,"stay away from this store, be careful.	",0,0.1531,-0.996565580368042,39
amazon,This BlueAnt Supertooth hands-free phone speaker is AWESOME.	,1,0.7034,0.9995049834251404,61
amazon,Does not fit.	,0,-0.2755,-0.9997900724411011,14
amazon,.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.	,1,0.6249,0.9993563294410706,127
amazon,"It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.	",1,0.0,-0.9226740598678589,116
amazon,disappointing.	,0,-0.4939,-0.9998024106025696,15
amazon,Blue Ant is easy to use.	,1,0.4404,0.9987271428108215,25
amazon,Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.	,1,0.3612,0.9856827855110168,82
amazon,The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.	,0,0.0,-0.9994737505912781,109
amazon,Then a few days later the a puff of smoke came out of the phone while in use.	,0,0.0,-0.9982168674468994,78
amazon,It's very convenient and simple to use - gets job done & makes the car ride so much smoother.	,1,0.0,0.9926134347915649,94
amazon,The nano stated it.My son was dissapointed.	,0,0.0,-0.9934448599815369,44
amazon,The sound quality is excellent as well.	,1,0.7003,0.9998724460601807,40
amazon,Its the best headset I have used.	,1,0.6369,0.9986024498939514,34
amazon,Would not reccommend.	,0,0.0,-0.9234437346458435,22
amazon,They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.	,1,0.0,0.999430775642395,122
amazon,Just what I wanted.	,1,0.0,0.999569833278656,20
amazon,This particular model would not work with my Motorola Q smartphone.	,0,0.0,-0.9994816780090332,68
amazon,wont work right or atleast for me.	,0,0.0,0.9992876052856445,35
amazon,in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.	,0,0.0,-0.9993036389350891,83
amazon,"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.	",0,-0.607,-0.9998103976249695,142
amazon,"I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good	",0,0.5927,-0.9952977299690247,100
amazon,Great product.	,1,0.6249,0.9998757243156433,15
amazon,Crisp and Clear.	,1,0.3818,0.9998594522476196,17
amazon,AFter the first charge kept going dead after 12 minutes.	,0,-0.6486,-0.9920680522918701,57
amazon,"VERY cheap plastic, creaks like an old wooden floor.	",0,0.3612,-0.9997156858444214,53
amazon,"I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.	",0,-0.7856,-0.9959651827812195,106
amazon,The reception has been generally good.	,1,0.4404,0.9998204708099365,39
amazon,"Excellent sound, battery life and inconspicuous to boot!.	",1,0.6114,0.9994438886642456,58
amazon,Great bluetooth!.	,1,0.6588,0.999732494354248,18
amazon,I highly recommend this case.	,1,0.4201,0.9998545050621033,30
amazon,WORTHWHILE.	,1,0.34,0.9998723268508911,12
amazon,This is a great deal.	,1,0.6249,0.9996781349182129,22
amazon,"After my phone got to be about a year old, it's been slowly breaking despite much care on my part.	",0,-0.3875,-0.9992058873176575,99
amazon,I am sorry I made this purchase.	,0,-0.0772,-0.9995266795158386,33
amazon,I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.	,0,0.5574,-0.9995356202125549,112
amazon,Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.	,0,-0.6369,-0.9995651245117188,119
amazon,It was horrible!.	,0,0.0,-0.9997252225875854,18
amazon,I don't think it would hold it too securly on your belt.	,0,0.0,-0.994900107383728,57
amazon,This allows the possibility of double booking for the same date and time after the first.	,0,0.0,-0.9037759304046631,90
amazon,They work about 2 weeks then break.	,0,0.0,-0.9763714671134949,36
amazon,It is simple to use and I like it.	,1,0.3612,0.9998219013214111,35
amazon,"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!	",1,0.8999,0.999269962310791,148
amazon,I can't use this case because the smell is disgusting.	,0,-0.5267,-0.9988644123077393,55
amazon,NOT WHAT I WANTED.	,0,0.0,-0.9997851252555847,19
amazon,I own 2 of these cases and would order another.	,1,0.0,-0.9929817318916321,48
amazon,Great Phone.	,1,0.6249,0.9998034238815308,13
amazon,I bought this battery with a coupon from Amazon and I'm very happy with my purchase.	,1,0.6901,0.9998263120651245,85
amazon,"The internet access was fine, it the rare instance that it worked.	",0,0.2023,0.9995546936988831,67
amazon,Perfect for the PS3.	,1,0.5719,0.9998263716697693,21
amazon,"Five star Plus, plus.	",1,0.0,0.9994795322418213,22
amazon,A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.	,1,-0.0258,0.9930014610290527,142
amazon,$50 Down the drain.	,0,0.0,-0.9952990412712097,20
amazon,I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.	,0,-0.6642,-0.9997613430023193,103
amazon,"Good , works fine.	",1,0.5719,0.999850332736969,19
amazon,For the price this was a great deal.	,1,0.6249,0.9990156292915344,37
amazon,"Great price, too!	",1,0.6588,0.9997442960739136,18
amazon,"If there is a wind, it is completely useless.	",0,-0.4754,-0.9997590780258179,46
amazon,Yes it's shiny on front side - and I love it!	,1,0.8016,0.9998799562454224,46
amazon,Does Not Work.	,0,0.0,-0.9997495412826538,15
amazon,"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).	",0,0.4404,-0.9976351261138916,100
amazon,The reception through this headset is excellent.	,1,0.5719,0.9998470544815063,49
amazon,2 thumbs up to this seller	,1,0.0,0.9991527199745178,27
amazon,"I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.	",1,0.6124,0.9997484087944031,116
amazon,Improper description.... I had to return it.	,0,0.0,-0.9996935129165649,45
amazon,#1 It Works - #2 It is Comfortable.	,1,0.5106,0.9998364448547363,36
amazon,Battery charge-life is quite long.	,1,0.0,-0.993245542049408,35
amazon,The Jabra EarGels fit my ears very well.	,1,0.5984,0.9989820718765259,41
amazon,Battery has no life.	,0,-0.296,-0.9992745518684387,21
amazon,I checked everywhere and there is no feature for it which is really disappointing.	,0,-0.6901,-0.997961163520813,83
amazon,Product is exactly as described.	,1,0.0,0.9961102604866028,33
amazon,Gets a signal when other Verizon phones won't.	,1,0.0,-0.9579229354858398,47
amazon,Doesn't do the job.	,0,0.0,-0.9995888471603394,20
amazon,I would recommend it.	,1,0.3612,0.999706506729126,22
amazon,Plan on ordering from them again and again.	,1,0.0,-0.9793156385421753,44
amazon,"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.	",1,0.8464,0.9998123645782471,116
amazon,I have been very satisfied with this cell phone from day one.	,1,0.4754,0.9860477447509766,62
amazon,They keep getting better and better (this is my third one and I've had numerous Palms too).	,1,0.7003,0.9207102656364441,92
amazon,Awkward to use and unreliable.	,0,-0.1531,-0.9997575879096985,31
amazon,The shipping time was also very quick!	,1,0.0,-0.9451397657394409,39
amazon,Not as good as I had hoped.	,0,0.05,-0.9997935891151428,28
amazon,Good case!.	,1,0.4926,0.9997577667236328,12
amazon,Doesn't Work.	,0,0.0,-0.9997673630714417,14
amazon,Really good product.	,1,0.4927,0.9998692274093628,21
amazon,Unfortunately it did not work.	,0,-0.34,-0.9997637271881104,31
amazon,All three broke within two months of use.	,0,-0.4215,-0.9864398837089539,42
amazon,dont buy it.	,0,0.0,-0.9974488019943237,13
amazon,"My father has the V265, and the battery is dying.	",0,0.0,-0.9997377991676331,50
amazon,"However, the ear pads come off easily and after only one week I lost one.	",0,0.0258,-0.9987339377403259,74
amazon,"The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.	",0,-0.7783,-0.9996820092201233,128
amazon,"Horrible, horrible protector.	",0,-0.7906,-0.9985328316688538,30
amazon,I don't like this Nokia either.	,0,-0.2755,-0.9923874139785767,32
amazon,"Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.	",0,-0.2023,-0.9996872544288635,109
amazon,I have bought this Nokia cell phone a few weeks ago and it was a nightmare.	,0,0.0,-0.9995492696762085,76
amazon,It would take too long to describe how bad my customer service experience has been with Amazon.	,0,-0.4215,-0.9998134970664978,96
amazon,the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!	,0,-0.8767,-0.998904287815094,68
amazon,Terrible.. My car will not accept this cassette.	,0,-0.2924,-0.9997740387916565,49
amazon,"Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.	",0,-0.4215,-0.9998006224632263,125
amazon,It's not what it says it is.	,0,0.0,-0.9997671842575073,29
amazon,Stay Away From the Q!.	,0,0.0,-0.9993302822113037,23
amazon,Used and dirty.	,0,-0.4404,-0.9984325170516968,16
amazon,Very unreliable service from T-mobile !	,0,0.0,-0.9997314214706421,40
amazon,Not good enough for the price.	,0,-0.3412,-0.9997952580451965,31
amazon,I bought two of them and neither will charge.	,0,0.0,-0.9995418787002563,46
amazon,It looks very nice.	,1,0.4754,0.9998445510864258,20
amazon,"This is an excellent tool, especially when paired with your phone's auto-answer.	",1,0.5719,0.9996224045753479,81
amazon,I have read other's reviews here but I haven't had any problem with it.	,1,0.438,0.9862128496170044,72
amazon,These products cover up the important light sensor above the ear outlet.	,0,0.2023,-0.7714802622795105,73
amazon,Comfortable in my hand.	,1,0.7579,0.9998425841331482,24
amazon,Just does not work.	,0,0.0,-0.9997897148132324,20
amazon,Poor Reliability.	,0,-0.4767,-0.9997012615203857,18
amazon,(It works!)	,1,0.0,0.9998547434806824,12
amazon,"If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.	",0,0.0,-0.9898613691329956,94
amazon,"Terrible product, and waste of money!	",0,-0.7345,-0.999815046787262,38
amazon,Last time buying from you.	,0,0.0,0.9855930805206299,27
amazon,It was a waste of my money.	,0,-0.4215,-0.9997825026512146,28
amazon,So far it has worked like a charm.	,1,0.6369,0.999862790107727,35
amazon,"I have only had it for a few weeks, but so far, so good.	",1,0.7654,0.9998462200164795,57
amazon,"But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.	",1,0.6369,-0.9725918769836426,146
amazon,Would recommend this item.	,1,0.3612,0.9997307658195496,27
amazon,It's been my choice headset for years.Great sound; good volume; good noise cancellation.	,1,0.7003,0.9996469020843506,89
amazon,"Nice case, feels good in your hands.	",1,0.6908,0.9998501539230347,37
amazon,The item received was Counterfeit.	,0,0.0,-0.9996467232704163,35
amazon,"Just really good.. So far, probably the best BT headset I have ever had.	",1,0.6369,0.9998639822006226,73
amazon,Works fine.	,1,0.2023,0.9998669624328613,12
amazon,I received my headset in good time and was happy with it.	,1,0.765,0.9998691082000732,58
amazon,I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.	,1,0.6478,0.9953783750534058,102
amazon,My sister has one also and she loves it.	,1,0.5719,0.9998494982719421,41
amazon,Good Quality.	,1,0.4404,0.9998518228530884,14
amazon,This is by far the worst purchase I've made on Amazon.	,0,-0.5267,-0.999787449836731,55
amazon,Excellent dual-purpose headset.	,1,0.5719,0.9997563362121582,32
amazon,Excellent!.	,1,0.0,0.999863862991333,12
amazon,Does not work for listening to music with the cingular 8125.	,0,0.0,-0.9993395805358887,61
amazon,"It seems completely secure, both holding on to my belt, and keeping the iPhone inside.	",1,0.4005,0.9993579983711243,87
amazon,"The bottowm line...another worthless, cheap gimmick from Sprint.	",0,-0.4404,-0.9997954964637756,65
amazon,Having trouble with volume.	,0,-0.4019,-0.9993510842323303,28
amazon,The only good thing was that it fits comfortably on small ears.	,1,0.6908,-0.9573614001274109,64
amazon,WARNING - DO NOT BUY!!.	,0,-0.4559,-0.9994804263114929,24
amazon,"I am pairing this with my iphone, and I could not be happier with it so far.	",1,-0.4168,-0.8830366134643555,77
amazon,"When it opens, the battery connection is broken and the device is turned off.	",0,-0.4767,-0.9985674619674683,78
amazon,"I didn't want the clip going over the top of my ear, causing discomfort.	",0,-0.3009,-0.99862140417099,73
amazon,Best headset ever!!!.	,1,0.7249,0.9997909069061279,22
amazon,Don't trust their website and don't expect any helpful support.	,0,-0.3257,-0.9989812970161438,64
amazon,It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.	,1,0.2732,0.9952318072319031,135
amazon,The speaker is of low quality so as making the ring tones sound very cheap.	,0,-0.2732,-0.9997788667678833,76
amazon,"Fits comfortably, came with three sizes of earbud tips.	",1,0.4215,0.9980523586273193,56
amazon,Excellent product for the price.	,1,0.5719,0.999858558177948,33
amazon,Bad Reception.	,0,-0.5423,-0.9997785687446594,15
amazon,This product is very High quality Chinese CRAP!!!!!!	,0,0.0,-0.5440983176231384,53
amazon,It was quite comfortable in the ear.	,1,0.5563,0.9997769594192505,37
amazon,Great phone.	,1,0.6249,0.9998034238815308,13
amazon,Don't buy this product - It fails!.	,0,0.0,-0.9997384548187256,36
amazon,Everything about this product is wrong.First	,0,0.0,-0.9995415806770325,45
amazon,The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.	,1,0.5777,-0.994498074054718,137
amazon,"This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.	",0,-0.3657,-0.9997236132621765,104
amazon,Terrible phone holder.	,0,-0.4767,-0.9996716976165771,23
amazon,The cutouts and buttons are placed perfectly.	,1,0.6369,0.9998810291290283,46
amazon,I love being able to use one headset for both by land-line and cell.	,1,0.6369,0.9932408928871155,69
amazon,Problem is that the ear loops are made of weak material and break easily.	,0,-0.4939,-0.9941055178642273,74
amazon,Not nearly as good looking as the AMAZON picture makes it look.	,0,0.007,-0.999758780002594,64
amazon,"But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.	",1,0.4588,0.99982088804245,136
amazon,How stupid is that?	,0,-0.5267,-0.9997416138648987,20
amazon,"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.	",1,0.0,0.9967116713523865,104
amazon,Seller shipped quickly and much cheaper than the competitors.	,1,0.0,0.9988386034965515,62
amazon,"Good show, Samsung.	",1,0.4404,0.9998326301574707,20
amazon,So I bought about 10 of these and saved alot of money.	,1,0.4215,-0.5877254009246826,55
amazon,It always cuts out and makes a beep beep beep sound then says signal failed.	,0,-0.6705,-0.9996547102928162,77
amazon,Couldn't figure it out	,0,0.0,-0.9995335340499878,23
amazon,"My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.	",0,-0.0466,-0.9994943737983704,143
amazon,So I had to take the battery out of the phone put it all back together and then restart it.	,0,0.0,-0.999165952205658,92
amazon,"While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.	",0,-0.5994,-0.9520187377929688,124
amazon,Leopard Print is wonderfully wild!.	,1,0.636,0.9998841285705566,36
amazon,Works for me.	,1,0.0,0.9997990727424622,14
amazon,"Saggy, floppy piece of junk.	",0,0.0,-0.9998087882995605,29
amazon,much better than the hard plastic cases.	,1,0.3612,0.9984315633773804,41
amazon,It also had a new problem.	,0,-0.4019,-0.9990203380584717,27
amazon,Happy so far!.	,1,0.6114,0.9998772740364075,15
amazon,cool phone.	,1,0.3182,0.9995542764663696,12
amazon,Works good.	,1,0.4404,0.9998368620872498,12
amazon,Motorola finally got the voice quality of a bluetooth headset right.	,1,0.0,0.9914661645889282,69
amazon,It looses connection to the phone even when it is within a couple feet between the two.	,0,-0.1531,-0.999357283115387,88
amazon,"but it is great, i would really recommend it	",1,0.8844,0.9998471140861511,45
amazon,Makes it easier to keep up with my bluetooth when I'm not wearing it.	,0,0.4215,-0.9880901575088501,70
amazon,As I said above....PRETTY USELESS!	,0,-0.5893,-0.9997937083244324,35
amazon,Never got it!!!!!	,0,0.0,-0.9950475096702576,18
amazon,This pair of headphones is the worst that I have ever had sound-wise.	,0,-0.6249,-0.9997740983963013,70
amazon,[...] down the drain because of a weak snap!	,0,-0.4926,-0.999630868434906,45
amazon,Does not charge the Cingular (ATT) 8525 phone.	,0,0.0,-0.9948317408561707,47
amazon,"You get extra minutes so that you can carry out the call and not get cut off.""	",1,0.2057,0.87486332654953,79
amazon,"However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.	",0,-0.3182,-0.9997240900993347,149
amazon,I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.	,0,0.0,-0.9988977313041687,92
amazon,The headset fulfills my requirements so I am happy with my purchase.	,1,0.7165,0.9998400211334229,69
amazon,Logitech Bluetooth Headset is a 10!.	,1,0.0,0.8699260950088501,37
amazon,"I like the fact that it rests lightly against your ear, rather than inside.	",1,0.3612,0.9901150465011597,76
amazon,A lot of websites have been rating this a very good phone and so do I.	,1,0.4927,0.9974108934402466,71
amazon,I have tried these cables with my computer and my iPod and it works just fine.	,1,0.2023,0.9997532367706299,79
amazon,"The mic there is a joke, and the volume is quite low.	",0,-0.0498,-0.9997919201850891,54
amazon,I'm returning them.	,0,0.0,0.9914538860321045,20
amazon,I does not maintain a connection with the computer while it is on my lap.	,0,0.0,-0.9996718168258667,74
amazon,It is easy to turn on and off when you are in the car and the volume controls are quite accessable.	,1,0.4404,0.9965822696685791,100
amazon,I have had mine for about a year and this Christmas I bought some for the rest of the family.	,1,0.0,0.9944214820861816,94
amazon,"Otherwise, easy to install and use, clear sound.	",1,0.6705,-0.6958155632019043,49
amazon,nice leather.	,1,0.4215,0.9998515248298645,14
amazon,I had to purchase a different case.	,0,0.0,-0.9983389973640442,36
amazon,It is a joy to use.	,1,0.5859,0.9998844265937805,20
amazon,Very much disappointed with this company.	,0,-0.5233,-0.999803364276886,42
amazon,Very satisifed with that.	,1,0.0,0.9762988090515137,26
amazon,It didn't charge for me.	,0,0.0,-0.9736605882644653,25
amazon,This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!	,1,0.7027,0.9963657259941101,87
amazon,Buttons are too small.	,0,0.0,-0.9993173480033875,23
amazon,Just reading on the specs alone makes you say WOW.	,1,0.5473,0.9992934465408325,51
amazon,Love it.. Great armband.	,1,0.8519,0.999882161617279,25
amazon,I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.	,1,0.4201,0.9759989380836487,103
amazon,"However, the keypads are so tinny that I sometimes reach the wrong buttons.	",0,-0.4588,-0.9946182370185852,76
amazon,I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.	,1,0.7845,0.9998344779014587,85
amazon,I was very impressed with the price of the cases.	,1,0.5256,0.9997594356536865,50
amazon,Also makes it easier to hold on to.	,1,0.4215,0.9955077171325684,36
amazon,"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!	",1,0.6588,0.9998041987419128,130
amazon,It's pretty easy.	,1,0.7269,0.9994933605194092,18
amazon,I cannot make calls at certain places.	,0,0.2732,-0.9975165128707886,39
amazon,"however, my girl was complain that some time the phone doesn't wake up like normal phone does.	",0,-0.5588,-0.9931832551956177,95
amazon,Beautiful styling though.	,1,0.5994,0.9998834729194641,26
amazon,This company charge me a restocking fee and still not given me my refund back.	,0,0.0,-0.9988358616828918,79
amazon,I'm trying to return it for a refund.	,0,0.0,-0.9980859756469727,38
amazon,I plugged it in only to find out not a darn thing worked.	,0,0.0,-0.999528706073761,58
amazon,Excellent product.	,1,0.5719,0.9998651146888733,19
amazon,Earbud piece breaks easily.	,0,0.34,0.981605589389801,28
amazon,Lousy product.	,0,-0.5423,-0.9998049139976501,15
amazon,This phone tries very hard to do everything but fails at it's very ability to be a phone.	,0,-0.1672,-0.9984389543533325,90
amazon,It is the best charger I have seen on the market yet.	,1,0.6369,0.999661922454834,54
amazon,SWEETEST PHONE!!!	,1,0.0,0.9859460592269897,18
amazon,":-)Oh, the charger seems to work fine.	",1,0.2023,0.9995852708816528,39
amazon,It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.	,1,0.7198,0.9843102693557739,125
amazon,Not enough volume.	,0,0.0,-0.9994445443153381,19
amazon,Echo Problem....Very unsatisfactory	,0,0.0,-0.9997072815895081,36
amazon,you could only take 2 videos at a time and the quality was very poor.	,0,-0.5256,-0.999805212020874,70
amazon,don't waste your money.	,0,0.3252,0.9652019143104553,24
amazon,I am going to have to be the first to negatively review this product.	,0,0.0,-0.9996488094329834,70
amazon,Adapter does not provide enough charging current.	,0,0.0,-0.999756932258606,50
amazon,"There was so much hype over this phone that I assumed it was the best, my mistake.	",0,0.4215,-0.999342679977417,83
amazon,You also cannot take pictures with it in the case because the lense is covered.	,0,0.0,-0.988786518573761,80
amazon,Phone falls out easily.	,0,0.34,-0.999653697013855,24
amazon,"It didn't work, people can not hear me when I talk.	",0,0.0,-0.9987853169441223,52
amazon,The text messaging feature is really tricky to use.	,0,-0.2247,-0.9956573247909546,52
amazon,I'm really disappointed all I have now is a charger that doesn't work.	,0,-0.5256,-0.9997981190681458,71
amazon,Painful on the ear.	,0,-0.4404,-0.9994426369667053,20
amazon,Lasted one day and then blew up.	,0,0.0,-0.9994989037513733,33
amazon,disappointed.	,0,-0.4767,-0.9997991919517517,14
amazon,Kind of flops around.	,0,-0.34,-0.9997801780700684,22
amazon,The screen does get smudged easily because it touches your ear and face.	,0,0.34,-0.9856926202774048,73
amazon,What a piece of junk.. I lose more calls on this phone.	,0,-0.4019,-0.9997981190681458,56
amazon,Item Does Not Match Picture.	,0,0.0,-0.9997671246528625,29
amazon,The only thing that disappoint me is the infra red port (irda).	,0,-0.4019,-0.9499945640563965,64
amazon,"You can not answer calls with the unit, never worked once!	",0,0.0,-0.9994357824325562,59
imdb,So there is no way for me to plug it in here in the US unless I go by a converter.	,0,-0.3535,-0.9994086027145386,83
imdb,"Good case, Excellent value.	",1,0.8402,0.9998685121536255,28
imdb,Great for the jawbone.	,1,0.6249,0.9997795820236206,23
imdb,Tied to charger for conversations lasting more than 45 minutes.MAJOR PROBLEMS!!	,0,-0.6145,-0.9994041919708252,80
imdb,The mic is great.	,1,0.6249,0.9998689889907837,18
imdb,I have to jiggle the plug to get it to line up right to get decent volume.	,0,0.0,-0.992211103439331,75
imdb,"If you have several dozen or several hundred contacts, then imagine the fun of sending each of them one by one.	",0,0.5106,-0.9742348194122314,112
imdb,If you are Razr owner...you must have this!	,1,0.0,0.8993064761161804,44
imdb,"Needless to say, I wasted my money.	",0,-0.4939,-0.9997862577438354,36
imdb,What a waste of money and time!.	,0,-0.4753,-0.9997710585594177,33
imdb,And the sound quality is great.	,1,0.6249,0.999884307384491,32
imdb,He was very impressed when going from the original battery to the extended battery.	,1,0.6901,0.999623715877533,84
imdb,If the two were seperated by a mere 5+ ft I started to notice excessive static and garbled sound from the headset.	,0,0.0,-0.9996830821037292,115
imdb,Very good quality though	,1,0.4927,0.9998700022697449,25
imdb,"The design is very odd, as the ear ""clip"" is not very comfortable at all.	",0,-0.6717,-0.9990793466567993,74
imdb,Highly recommend for any one who has a blue tooth phone.	,1,0.4201,0.9993906617164612,57
imdb,I advise EVERYONE DO NOT BE FOOLED!	,0,0.4622,0.9989242553710938,36
imdb,So Far So Good!.	,1,0.0,0.9998415112495422,17
imdb,Works great!.	,1,0.0,0.9998714923858643,14
imdb,It clicks into place in a way that makes you wonder how long that mechanism would last.	,0,0.0,0.9936351776123047,88
imdb,"I went on Motorola's website and followed all directions, but could not get it to pair again.	",0,0.0,-0.9991279244422913,94
imdb,I bought this to use with my Kindle Fire and absolutely loved it!	,1,0.474,0.9998757839202881,66
imdb,The commercials are the most misleading.	,0,-0.4576,-0.9991960525512695,41
